Jumbo_Uno_Norte,-33.035985, -71.524339
Choriillos,-33.033516, -71.532544
UVM,-33.071108, -71.554038
Portales,-33.031800, -71.588967
UTFSM,-33.034651, -71.597303
Playa_ancha,-33.022730, -71.641518
Puerto,-33.038581, -71.627534
Estacion_Quilpue,-33.045559, -71.444663
Belloto,-33.043399, -71.421947
Villa_Alemana,-33.043011, -71.373815
Peñablanca,-33.051853, -71.335720
Estacion_Limache,-32.984412, -71.277369
Quillota,-32.879977, -71.246734
